============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Podk³adka+Tarcza(  34 um) ================
T 5232 19 .1518266E+11   3400016E-01  .3708E+02  .2367E+01   .9999999  .0002055  .0001465
T 5233 19 .1518421E+11   3400012E-01 -.4656E+02 -.2221E+02   .9999999 -.0001812 -.0002471
T 5234 19 .1518366E+11   3400005E-01 -.3662E+01 -.8770E+01   .9999999 -.0000498 -.0000576
T 5235 19 .1518071E+11   3400022E-01  .4106E+02 -.1697E+02   .9999999  .0001854 -.0000135
T 5236 19 .1518412E+11   3400013E-01  .2919E+01  .1746E+02   .9999999 -.0001357  .0002008
T 5237 19 .1518373E+11   3400011E-01  .1175E+01 -.9192E+01   .9999999 -.0000608 -.0000946
T 5238 19 .1518138E+11   3400018E-01  .3780E+02  .2112E+02   .9999999  .0002548  .0001678
T 5239 19 .1518341E+11   3400005E-01  .3207E+02  .5344E+02   .9999999  .0001900  .0002041
T 5240 19 .1518188E+11   3400016E-01  .1284E+02  .1312E+02   .9999999 -.0000297  .0001317
T 5241 19 .1518285E+11   3400020E-01  .3331E+02  .4004E+02   .9999999  .0002678  .0003111
T 5242 19 .1518217E+11   3400010E-01 -.6413E+01 -.2642E+01   .9999999  .0000030 -.0001696
T 5243 19 .1518476E+11   3400002E-01 -.7204E+01 -.2344E+02   .9999999 -.0000664 -.0002404
T 5244 19 .1518423E+11   3400022E-01 -.4814E+02  .3282E+02   .9999999 -.0004181 -.0000524
T 5245 19 .1518311E+11   3400017E-01  .4742E+02  .5261E+01   .9999999  .0003364  .0000198
T 5246 19 .1518511E+11   3400005E-01  .4988E+02 -.3004E+02   .9999999  .0004528 -.0000180
T 5247 19 .1518316E+11   3400005E-01  .4186E+02 -.9392E+01   .9999999  .0001105 -.0000420
T 5248 19 .1518151E+11   3400008E-01 -.1014E+02  .2829E+02   .9999999 -.0000182  .0001247
T 5249 19 .1518319E+11   3400019E-01  .2189E+02  .1502E+02   .9999999  .0001795  .0001183
T 5250 19 .1518243E+11   3400005E-01  .1972E+03 -.1459E+02   .9999990  .0014133 -.0001597
T 5251 19 .1517964E+11   3400021E-01 -.7184E+01 -.1485E+02   .9999999  .0001677  .0001440
T 5252 19 .1518222E+11   3400020E-01 -.1818E+02  .3716E+02   .9999999 -.0001788  .0002400
T 5253 19 .1518300E+11   3400018E-01 -.3028E+02 -.1203E+02   .9999999 -.0002238  .0000263
T 5254 19 .1518405E+11   3400008E-01  .4365E+02 -.3563E+02   .9999999  .0004732 -.0000902
T 5255 19 .1518147E+11   3400020E-01 -.3429E+02 -.2693E+02   .9999999 -.0002335 -.0001130
T 5256 19 .1518049E+11   3400012E-01  .1029E+02  .1204E+02   .9999999  .0001047  .0002117
T 5257 19 .1518315E+11   3400018E-01 -.4017E+02  .3416E+00   .9999999  .0000011 -.0001407
T 5258 19 .1518180E+11   3400022E-01 -.3700E+02 -.4937E+02   .9999998 -.0003623 -.0005752
T 5259 19 .1518349E+11   3400022E-01 -.2426E+02 -.1461E+02   .9999999 -.0000535 -.0000512
T 5260 19 .1518247E+11   3400014E-01  .2446E+02 -.2176E+02   .9999999 -.0000017  .0000282
T 5261 19 .1518317E+11   3400006E-01  .1494E+02 -.3173E+02   .9999999  .0001447 -.0000587
T 5262 19 .1518186E+11   3400006E-01  .7219E+01  .6954E+01   .9999999  .0001624 -.0000762
T 5263 19 .1518165E+11   3400017E-01  .3420E+02  .4878E+01   .9999999  .0002731  .0000570
T 5264 19 .1518234E+11   3400018E-01  .2974E+01 -.6105E+01   .9999999  .0004591  .0002051
T 5265 19 .1518111E+11   3400020E-01  .3523E+01 -.3015E+02   .9999999 -.0000459 -.0001562
T 5266 19 .1518293E+11   3400003E-01 -.4306E+01  .8287E+02   .9999999  .0002859  .0004360
T 5267 19 .1518181E+11   3400017E-01 -.1474E+02 -.9124E+01   .9999999 -.0001926 -.0002066
T 5268 19 .1518158E+11   3400002E-01  .1771E+02 -.1112E+02   .9999999  .0001105 -.0001228
T 5269 19 .1518431E+11   3400017E-01 -.1645E+02 -.3207E+02   .9999999 -.0000562 -.0001447
T 5270 19 .1518360E+11   3400021E-01  .1595E+02  .2653E+02   .9999999  .0000498  .0001434
T 5271 19 .1518336E+11   3400013E-01 -.2849E+02  .1092E+02   .9999999 -.0001572  .0002032
T 5272 19 .1518228E+11   3400014E-01  .3551E+02  .7588E+02   .9999998  .0001872  .0005962
T 5273 19 .1518266E+11   3400003E-01  .6630E+01  .8086E+01   .9999999  .0001028  .0002578
T 5274 19 .1518403E+11   3400016E-01 -.1331E+02  .4636E+02   .9999999 -.0000948  .0002156
T 5275 19 .1518309E+11   3400001E-01 -.4352E+01  .2154E+02   .9999999 -.0001447  .0000238
T 5276 19 .1518191E+11   3400006E-01  .3098E+01  .5517E+00   .9999999 -.0000364  .0000691
T 5277 19 .1518306E+11   3400009E-01 -.2618E+02 -.1442E+02   .9999999 -.0000930 -.0001282
T 5278 19 .1518248E+11   3400014E-01 -.2024E+02 -.2786E+02   .9999999  .0001645 -.0004596
T 5279 19 .1518247E+11   3400001E-01  .3759E+02  .9440E+00   .9999999  .0003073 -.0001278
T 5280 19 .1518230E+11   3400021E-01 -.2086E+02  .3890E+01   .9999999 -.0002524 -.0001060
T 5281 19 .1518253E+11   3400019E-01  .6461E+01  .8331E+01   .9999999 -.0000599  .0000507
T 5282 19 .1518204E+11   3400021E-01 -.1238E+02  .1864E+02   .9999999 -.0000355  .0000873
T 5283 19 .1518223E+11   3400016E-01 -.1864E+02  .5247E+01   .9999999 -.0002111 -.0000289
T 5284 19 .1518267E+11   3400009E-01  .3571E+02 -.1187E+02   .9999999  .0002227 -.0001781
T 5285 19 .1518427E+11   3400017E-01  .2443E+02 -.3778E+02   .9999999  .0000362 -.0003423
T 5286 19 .1518285E+11   3400006E-01  .4210E+01 -.1910E+02   .9999999  .0001351 -.0000871
T 5287 19 .1518363E+11   3400016E-01  .5814E+01 -.3784E+01   .9999999  .0002294  .0000466
T 5288 19 .1518315E+11   3400003E-01 -.1438E+02  .2114E+02   .9999999 -.0001080  .0000843
T 5289 19 .1518411E+11   3400007E-01  .8620E+02  .4413E+02   .9999999  .0003821 -.0000972
T 5290 19 .1518401E+11   3400020E-01  .8752E+01  .1943E+02   .9999999  .0000855  .0000331
T 5291 19 .1518325E+11   3400013E-01 -.2700E+02  .4572E+02   .9999999 -.0000317  .0002553
T 5292 19 .1518127E+11   3400006E-01 -.7107E+02 -.1537E+02   .9999999 -.0004752 -.0001085
T 5293 19 .1518335E+11   3400003E-01 -.1806E+02  .8906E+01   .9999999 -.0000501  .0002842
T 5294 19 .1518091E+11   3400019E-01  .1536E+02  .1751E+02   .9999999  .0001153 -.0000547
T 5295 19 .1518310E+11   3400018E-01  .1037E+02  .2086E+02   .9999999  .0001375  .0001301
T 5296 19 .1518325E+11   3400000E-01 -.5162E+02 -.6508E+01   .9999999 -.0003329 -.0001061
T 5297 19 .1518154E+11   3400017E-01 -.1145E+03  .3540E+02   .9999999 -.0003786  .0000120
T 5298 19 .1518174E+11   3400010E-01  .6488E+02  .8112E+02   .9999999  .0003934  .0003712
T 5299 19 .1518053E+11   3400005E-01  .4787E+03  .1187E+03   .9999910  .0040685  .0012224
T 5300 19 .1518219E+11   3400000E-01  .3151E+01 -.4115E+02   .9999999  .0001422 -.0001776
T 5301 19 .1518373E+11   3400009E-01  .3497E+02 -.4394E+02   .9999999  .0001879 -.0003467
T 5302 19 .1518193E+11   3400002E-01  .4629E+01 -.7651E+01   .9999999 -.0000384 -.0002308
T 5303 19 .1518194E+11   3400019E-01  .1476E+02 -.1720E+01   .9999999  .0000792 -.0000498
T 5304 19 .1518304E+11   3400023E-01  .5958E+02  .2463E+02   .9999999  .0002024  .0002528
T 5305 19 .1518323E+11   3400006E-01  .3394E+01  .9562E+01   .9999999  .0001675  .0002146
T 5306 19 .1518250E+11   3400013E-01  .4634E+02  .3038E+01   .9999999  .0002962  .0000355
T 5307 19 .1518502E+11   3400008E-01 -.1708E+02 -.1257E+02   .9999999 -.0000071  .0000315
T 5308 19 .1518333E+11   3400000E-01  .6802E+02  .1178E+03   .9999994  .0006441  .0009101
T 5309 19 .1518310E+11   3400017E-01 -.1176E+02 -.7790E+01   .9999999 -.0000957 -.0002347
T 5310 19 .1518212E+11   3400012E-01  .1930E+02  .1190E+02   .9999999  .0004623 -.0002303
T 5311 19 .1518279E+11   3400023E-01  .1849E+02 -.5178E+02   .9999999 -.0001004 -.0005233
T 5312 19 .1518229E+11   3400004E-01  .8988E+01  .1001E+01   .9999999 -.0001111 -.0001516
T 5313 19 .1518244E+11   3400013E-01  .3038E+02  .7002E+01   .9999999  .0001427  .0001290
T 5314 19 .1518432E+11   3400001E-01  .1087E+03 -.9475E+01   .9999997  .0007484 -.0001114
T 5315 19 .1518389E+11   3400002E-01 -.1314E+02  .1917E+02   .9999999 -.0000172  .0000742
T 5316 19 .1518135E+11   3400010E-01 -.1044E+02  .2121E+02   .9999999 -.0000482  .0001202
T 5317 19 .1518384E+11   3400009E-01  .3100E+02  .4424E+02   .9999999  .0001988  .0003536
T 5318 19 .1518156E+11   3400021E-01  .4113E+02  .4359E+01   .9999999  .0002708 -.0000340
T 5319 19 .1518557E+11   3400010E-01  .3833E+00  .4932E+02   .9999999 -.0002436  .0003198
T 5320 19 .1518063E+11   3400006E-01  .3832E+01  .2237E+02   .9999999  .0001552  .0000528
T 5321 19 .1518249E+11   3400006E-01 -.6952E+01 -.4057E+02   .9999999 -.0000196 -.0002901
T 5322 19 .1518233E+11   3400011E-01  .1888E+02  .1005E+02   .9999999  .0001787  .0000804
T 5323 19 .1517995E+11   3400022E-01 -.1829E+02  .1110E+02   .9999999 -.0001269  .0000121
T 5324 19 .1518311E+11   3400022E-01  .2602E+02 -.3303E+02   .9999999  .0000918 -.0001827
T 5325 19 .1518178E+11   3400011E-01  .3559E+02 -.2731E+02   .9999999  .0004135 -.0001089
T 5326 19 .1518156E+11   3400018E-01 -.1383E+01 -.1420E+01   .9999999  .0000997  .0001878
T 5327 19 .1518208E+11   3400022E-01  .3630E+02 -.7523E+01   .9999999  .0003828 -.0001837
T 5328 19 .1518054E+11   3400000E-01 -.5087E+02  .2550E+01   .9999999 -.0002833 -.0000376
T 5329 19 .1518216E+11   3400002E-01  .1582E+02  .4761E+02   .9999998  .0003212  .0005105
T 5330 19 .1518430E+11   3400002E-01  .3129E+01  .4491E+02   .9999999  .0000995  .0003324
T 5331 19 .1518197E+11   3400016E-01  .1496E+02  .6259E+01   .9999999 -.0001217 -.0000298
T 5332 19 .1518225E+11   3400022E-01 -.1334E+03  .7932E+01   .9999994 -.0010547 -.0002221
T 5333 19 .1518215E+11   3400010E-01  .2452E+02 -.9628E+01   .9999999  .0001134 -.0000582
T 5334 19 .1518311E+11   3400006E-01 -.5986E+01 -.1459E+02   .9999999 -.0001831 -.0001933
T 5335 19 .1518228E+11   3400001E-01 -.4852E+02 -.1055E+03   .9999991 -.0005422 -.0011910
T 5336 19 .1518186E+11   3400014E-01  .1279E+02  .3537E+02   .9999999  .0001339  .0002002
T 5337 19 .1518239E+11   3400016E-01  .3245E-01 -.3073E+02   .9999999 -.0000693 -.0000969
T 5338 19 .1518195E+11   3400004E-01  .3869E+02  .2481E+02   .9999999  .0004509  .0000681
T 5339 19 .1518401E+11   3400017E-01 -.4531E+02  .3864E+02   .9999999 -.0002964  .0001274
T 5340 19 .1518440E+11   3400003E-01 -.5321E+02  .2628E+02   .9999999 -.0002538  .0001226
T 5341 19 .1518214E+11   3400010E-01  .1373E+02  .5929E+02   .9999999  .0002533  .0003606
T 5342 19 .1518424E+11   3400001E-01  .3381E+01 -.7314E+02   .9999999  .0000531 -.0004017
T 5343 19 .1518137E+11   3400016E-01  .6495E+02 -.1951E+02   .9999998  .0004310 -.0003801
T 5344 19 .1518308E+11   3400020E-01  .1721E+02  .1963E+01   .9999999 -.0000259  .0000200
T 5345 19 .1518273E+11   3400015E-01 -.1007E+01  .1836E+02   .9999999 -.0002982  .0000662
T 5346 19 .1518142E+11   3400021E-01 -.8360E+01 -.3274E+02   .9999999 -.0000329 -.0001536
T 5347 19 .1518335E+11   3400010E-01 -.2807E+02 -.1191E+02   .9999999 -.0001581 -.0000552
T 5348 19 .1518182E+11   3400014E-01 -.6307E+02  .1458E+02   .9999999 -.0002744 -.0000817
T 5349 19 .1518436E+11   3400020E-01 -.3991E+01 -.2879E+02   .9999999  .0000263 -.0003135
T 5350 19 .1518256E+11   3400020E-01 -.3023E+01 -.3626E+01   .9999999 -.0000600  .0001016
T 5351 19 .1518308E+11   3400009E-01  .6032E+02  .1029E+02   .9999999  .0002855  .0000637
T 5352 19 .1518243E+11   3400020E-01 -.2784E+02 -.1750E+02   .9999999 -.0002936 -.0000314
T 5353 19 .1518277E+11   3400015E-01 -.1079E+02  .3905E+02   .9999999 -.0000165  .0003910
T 5354 19 .1518074E+11   3400021E-01  .1554E+01 -.2788E+02   .9999999  .0000950 -.0003311
T 5355 19 .1518165E+11   3400019E-01  .7780E+01  .1047E+02   .9999999  .0001777 -.0002963
T 5356 19 .1518406E+11   3400003E-01 -.4159E+00 -.2042E+02   .9999999  .0000699  .0000043
T 5357 19 .1518265E+11   3400010E-01 -.3393E+03 -.7881E+02   .9999977 -.0020839 -.0004376
T 5358 19 .1518115E+11   3400008E-01  .1434E+02  .6908E+02   .9999999  .0002915  .0002669
T 5359 19 .1518366E+11   3400020E-01  .2286E+02  .1431E+02   .9999999  .0001560 -.0000491
T 5360 19 .1518422E+11   3400008E-01  .2023E+03 -.2319E+02   .9999997  .0008086 -.0002084
T 5361 19 .1518396E+11   3400014E-01  .3621E+01  .9602E+00   .9999999  .0001614  .0000061
T 5362 19 .1518357E+11   3400021E-01 -.3355E+02 -.7865E+01   .9999999 -.0001769 -.0001067
T 5363 19 .1518205E+11   3400007E-01  .6189E+01 -.8399E+01   .9999999 -.0000510 -.0000155
T 5364 19 .1518446E+11   3400014E-01  .5929E+02 -.3615E+02   .9999999  .0003872 -.0001765
T 5365 19 .1518141E+11   3400014E-01 -.4232E+02 -.1805E+01   .9999999 -.0004123  .0000938
T 5366 19 .1518223E+11   3400020E-01 -.5572E+01  .3254E+02   .9999999 -.0000703  .0001702
T 5367 19 .1518128E+11   3400020E-01  .1096E+02 -.3907E+02   .9999999  .0000356 -.0003687
T 5368 19 .1518091E+11   3400001E-01  .7615E+01  .4945E+02   .9999999  .0000736  .0003039
T 5369 19 .1518157E+11   3400006E-01 -.1990E+02 -.3107E+02   .9999999 -.0000193 -.0003407
T 5370 19 .1518374E+11   3400016E-01  .2593E+02 -.1552E+02   .9999999  .0002698 -.0002167
T 5371 19 .1518140E+11   3400022E-01 -.1989E+02 -.3852E+01   .9999999 -.0001912 -.0001181
T 5372 19 .1518285E+11   3400016E-01 -.1226E+02  .3644E+02   .9999999 -.0001078  .0002373
T 5373 19 .1518365E+11   3400001E-01  .9476E+02  .5927E+02   .9999997  .0005542  .0004755
T 5374 19 .1518185E+11   3400021E-01  .1965E+02  .1644E+02   .9999999  .0003785  .0001713
T 5375 19 .1518354E+11   3400018E-01  .9134E+01 -.6785E+02   .9999999  .0001058 -.0003676
T 5376 19 .1518272E+11   3400000E-01  .5516E+01  .5085E+02   .9999999 -.0001720  .0003061
T 5377 19 .1518223E+11   3400021E-01 -.2160E+02  .1295E+02   .9999999 -.0004286  .0001859
T 5378 19 .1518303E+11   3400007E-01 -.1678E+02 -.3546E+02   .9999999 -.0002629 -.0004216
T 5379 19 .1518297E+11   3400016E-01  .1116E+03  .7088E+02   .9999996  .0007005  .0004774
T 5380 19 .1518318E+11   3400018E-01 -.3462E+02 -.2198E+02   .9999999 -.0002775 -.0000615
T 5381 19 .1518166E+11   3400007E-01  .6931E+01 -.5700E+00   .9999999  .0000742 -.0000183
T 5382 19 .1518172E+11   3400015E-01 -.5054E+01 -.3533E+02   .9999999  .0000542 -.0002600
T 5383 19 .1518169E+11   3400007E-01 -.3596E+02  .4512E+02   .9999999 -.0003095  .0002648
T 5384 19 .1518198E+11   3400019E-01 -.4405E+02 -.2127E+02   .9999999 -.0002880 -.0002063
T 5385 19 .1518336E+11   3400019E-01  .2111E+02 -.2788E+01   .9999999 -.0000502 -.0000967
T 5386 19 .1518239E+11   3400013E-01  .4047E+02  .6718E+02   .9999999  .0002429  .0004270
T 5387 19 .1518321E+11   3400019E-01  .1064E+02  .2854E+02   .9999999 -.0000492  .0001254
T 5388 19 .1518407E+11   3400021E-01  .1118E+02 -.3934E+01   .9999999 -.0000895 -.0004934
T 5389 19 .1518418E+11   3400022E-01 -.6412E+01  .3297E+02   .9999999 -.0000381  .0002308
T 5390 19 .1518291E+11   3400020E-01 -.2756E+02 -.1346E+02   .9999999 -.0002811 -.0001749
T 5391 19 .1518262E+11   3400021E-01 -.2468E+01  .2206E+02   .9999999 -.0000200  .0002531
T 5392 19 .1518496E+11   3400021E-01 -.2192E+02 -.3546E+02   .9999999 -.0001361 -.0000407
T 5393 19 .1518245E+11   3400010E-01  .2189E+01  .3816E+01   .9999999  .0001167 -.0000213
T 5394 19 .1518170E+11   3400005E-01  .7334E+01  .4239E-01   .9999999  .0000368 -.0000489
T 5395 19 .1518381E+11   3400006E-01  .1875E+02  .1495E+02   .9999999  .0000534  .0001349
T 5396 19 .1518382E+11   3400003E-01  .4616E+02 -.3508E+01   .9999999  .0003682  .0000672
T 5397 19 .1518202E+11   3400017E-01  .2110E+02  .2003E+02   .9999999  .0000434  .0000758
T 5398 19 .1517982E+11   3400003E-01  .2279E+02 -.1525E+02   .9999999  .0002888 -.0000067
T 5399 19 .1518211E+11   3400020E-01  .1743E+02 -.1040E+03   .9999999  .0000993 -.0005136
T 5400 19 .1518226E+11   3400014E-01 -.9512E+01 -.3318E+02   .9999999 -.0000200 -.0001342
T 5401 19 .1518460E+11   3400011E-01 -.2247E+02  .1639E+02   .9999999  .0000084  .0002176
T 5402 19 .1518132E+11   3400004E-01  .5871E+01 -.2660E+02   .9999999 -.0000388 -.0001853
T 5403 19 .1518141E+11   3400018E-01  .5849E+01 -.3507E+02   .9999999 -.0001890 -.0004336
T 5404 19 .1518286E+11   3400019E-01  .1434E+02 -.1566E+02   .9999999  .0000033 -.0001914
T 5405 19 .1518363E+11   3400020E-01  .1946E+01  .1923E+02   .9999999 -.0000406  .0001102
T 5406 19 .1518195E+11   3400021E-01  .9492E+01  .3146E+02   .9999999  .0000621  .0001855
T 5407 19 .1518355E+11   3400015E-01 -.1086E+02  .1995E+01   .9999999 -.0000088 -.0000033
T 5408 19 .1518281E+11   3400013E-01 -.2060E+02  .1747E+01   .9999999 -.0002605  .0001917
T 5409 19 .1518106E+11   3400009E-01  .2409E+02 -.6521E+02   .9999999  .0003604 -.0003785
T 5410 19 .1518283E+11   3400012E-01  .7781E+00  .1569E+02   .9999999 -.0001736 -.0000197
T 5411 19 .1518191E+11   3400019E-01  .1608E+02 -.2517E+02   .9999999  .0001273 -.0003490
T 5412 19 .1518360E+11   3400019E-01  .3853E+02  .9685E+01   .9999999  .0002681 -.0001220
T 5413 19 .1518291E+11   3400010E-01  .3576E+02  .2607E+02   .9999999  .0002315  .0003485
T 5414 19 .1518279E+11   3400022E-01 -.9835E+01 -.2947E+01   .9999999 -.0000213 -.0001637
T 5415 19 .1518387E+11   3400017E-01 -.2408E+02 -.4385E+02   .9999999 -.0001622 -.0004476
T 5416 19 .1518269E+11   3400019E-01 -.1134E+02  .1337E+02   .9999999 -.0000743  .0000566
T 5417 19 .1518343E+11   3400021E-01  .2972E+02 -.7841E+02   .9999995  .0004712 -.0008465
T 5418 19 .1517962E+11   3400013E-01  .3271E+02 -.9430E+02   .9999998  .0002353 -.0006095
T 5419 19 .1518095E+11   3400004E-01 -.9904E+03 -.5667E+03   .9999833 -.0050251 -.0028433
T 5420 19 .1518376E+11   3400005E-01  .1371E+02 -.1283E+02   .9999999  .0001501 -.0000459
T 5421 19 .1518072E+11   3400008E-01 -.5550E+01  .3820E+01   .9999999  .0000195 -.0002274
T 5422 19 .1518259E+11   3400008E-01  .1875E+03  .5942E+02   .9999990  .0013375  .0003942
T 5423 19 .1518202E+11   3400000E-01 -.9378E+01  .5170E+01   .9999993 -.0001930  .0011719
T 5424 19 .1518139E+11   3400014E-01  .1042E+02 -.5866E+02   .9999999  .0001786 -.0004116
T 5425 19 .1518341E+11   3400022E-01 -.3394E+02  .4560E+02   .9999999 -.0002149  .0000643
T 5426 19 .1518099E+11   3400015E-01 -.5720E+02  .3072E+02   .9999999 -.0004898  .0001246
T 5427 19 .1518345E+11   3400020E-01 -.6094E+02  .1765E+02   .9999999 -.0001997  .0000580
T 5428 19 .1518141E+11   3400008E-01 -.1428E+02 -.8249E+01   .9999999 -.0000450 -.0002186
T 5429 19 .1518167E+11   3400005E-01 -.1418E+02 -.4393E+01   .9999999 -.0001361  .0000617
T 5430 19 .1518352E+11   3400022E-01  .2143E+02 -.2454E+02   .9999999  .0003567 -.0003081
T 5431 19 .1518162E+11   3400007E-01  .3171E+02  .1047E+02   .9999999  .0001722  .0000377
T 5432 19 .1518220E+11   3400017E-01 -.7182E+01 -.8968E+01   .9999999 -.0001879 -.0000127
T 5433 19 .1518059E+11   3400019E-01 -.1307E+01 -.6376E+02   .9999999 -.0000921 -.0003269
T 5434 19 .1518260E+11   3400011E-01 -.1135E+02 -.2190E+02   .9999999 -.0000254  .0001279
T 5435 19 .1518360E+11   3400022E-01  .3691E+02 -.5140E+02   .9999999  .0001695 -.0003354
T 5436 19 .1518129E+11   3400021E-01 -.2346E+02 -.1163E+02   .9999999 -.0002573  .0000347
T 5437 19 .1518244E+11   3400021E-01 -.1397E+02  .4738E+01   .9999999 -.0000016 -.0000122
T 5438 19 .1518102E+11   3400014E-01 -.7071E+02 -.4046E+02   .9999999 -.0002303 -.0004198
T 5439 19 .1518233E+11   3400011E-01  .3379E+02  .1010E+02   .9999999  .0003013  .0002168
T 5440 19 .1518243E+11   3400015E-01 -.3221E+01  .1081E+02   .9999999 -.0001788  .0000101
T 5441 19 .1518362E+11   3400018E-01 -.4268E+02 -.2990E+02   .9999999 -.0000851 -.0000811
T 5442 19 .1518240E+11   3400021E-01  .3063E+02 -.1531E+02   .9999999  .0004646 -.0000658
T 5443 19 .1518084E+11   3400022E-01 -.7641E+02 -.2919E+01   .9999999 -.0004317  .0001602
T 5444 19 .1518190E+11   3400006E-01  .3886E+01  .2665E+02   .9999999 -.0000107  .0000939
T 5445 19 .1518207E+11   3400023E-01 -.2604E+02  .1373E+01   .9999999 -.0001766 -.0000819
T 5446 19 .1518296E+11   3400008E-01 -.1823E+02 -.2306E+00   .9999999 -.0000973 -.0000222
T 5447 19 .1518132E+11   3400010E-01 -.6530E+02  .1237E+02   .9999999 -.0005285  .0001284
T 5448 19 .1518189E+11   3400012E-01  .4624E+02 -.1363E+03   .9999989  .0005327 -.0013662
T 5449 19 .1518166E+11   3400015E-01 -.2375E+02 -.4604E+02   .9999999 -.0002779 -.0002681
T 5450 19 .1518443E+11   3400000E-01 -.1689E+01 -.2492E+02   .9999999  .0000306 -.0000832
T 5451 19 .1518407E+11   3400004E-01  .1179E+03 -.2514E+02   .9999999  .0003688 -.0002215
T 5452 19 .1518311E+11   3400004E-01 -.1425E+02 -.1005E+02   .9999999  .0000144 -.0001439
T 5453 19 .1518247E+11   3400000E-01  .1782E+02 -.1990E+02   .9999999 -.0001237  .0001801
T 5454 19 .1518300E+11   3400008E-01  .3660E+02 -.1994E+01   .9999999  .0001740 -.0000810
T 5455 19 .1518414E+11   3400021E-01  .1202E+02 -.5101E+01   .9999999  .0000802 -.0000215
T 5456 19 .1518247E+11   3400016E-01 -.5843E+02 -.6860E+02   .9999999 -.0002954 -.0003617
T 5457 19 .1518214E+11   3400006E-01  .1698E+02 -.4431E+01   .9999999  .0000805 -.0003578
T 5458 19 .1518188E+11   3400012E-01  .1045E+02  .2308E+00   .9999999  .0000471 -.0001252
T 5459 19 .1518397E+11   3400014E-01  .4493E+01 -.2250E+02   .9999999  .0000546 -.0001633
T 5460 19 .1518374E+11   3400006E-01  .4058E+02 -.7823E+01   .9999999  .0000421 -.0001431
T 5461 19 .1518316E+11   3400010E-01  .6660E-01  .9047E+02   .9999998  .0000899  .0005471
T 5462 19 .1518243E+11   3400020E-01  .3175E+01  .3312E+02   .9999999  .0001159  .0001551
T 5463 19 .1518048E+11   3400003E-01  .3639E+02 -.2439E+02   .9999999  .0001356 -.0001584
T 5464 19 .1518174E+11   3400017E-01  .2927E+02 -.8713E+01   .9999999  .0004207  .0001607
T 5465 19 .1518198E+11   3400007E-01 -.1579E+02  .2666E+02   .9999999 -.0000942 -.0000071
T 5466 19 .1518171E+11   3400011E-01 -.2373E+02 -.3441E+02   .9999999 -.0003237 -.0001855
T 5467 19 .1518229E+11   3400016E-01  .6038E+02  .2393E+02   .9999999  .0003941  .0001241
T 5468 19 .1518200E+11   3400017E-01 -.2577E+02 -.1156E+02   .9999999  .0000127 -.0000553
T 5469 19 .1518188E+11   3400018E-01  .5015E+01 -.2035E+02   .9999999  .0000493 -.0003290
T 5470 19 .1518426E+11   3400017E-01  .1178E+02  .2039E+02   .9999999  .0001468  .0000764
T 5471 19 .1518381E+11   3400019E-01 -.9869E+01  .2827E+02   .9999999  .0000943  .0001698
T 5472 19 .1518353E+11   3400021E-01  .6204E+01 -.2232E+02   .9999999 -.0000261 -.0000069
T 5473 19 .1518329E+11   3400002E-01 -.2299E+02 -.3704E+02   .9999999 -.0003302 -.0002943
T 5474 19 .1518467E+11   3400010E-01 -.1425E+02 -.6700E+01   .9999999 -.0000137 -.0000855
T 5475 19 .1518156E+11   3400014E-01 -.1457E+01 -.3187E+02   .9999999  .0000109 -.0002616
T 5476 19 .1518252E+11   3400018E-01 -.8146E+01 -.3949E+02   .9999999 -.0000253 -.0002460
T 5477 19 .1518303E+11   3400013E-01  .2185E+02  .8320E+01   .9999999  .0002555 -.0000272
T 5478 19 .1518246E+11   3400000E-01  .4171E+02 -.8319E+02   .9999998  .0001738 -.0005248
T 5479 19 .1518485E+11   3400001E-01 -.2412E+02  .2881E+00   .9999999 -.0001206  .0000514
T 5480 19 .1518391E+11   3400010E-01 -.9291E+01 -.8312E+01   .9999999 -.0002387 -.0001631
T 5481 19 .1518259E+11   3400021E-01 -.1045E+02 -.2107E+02   .9999999 -.0002278 -.0000722
T 5482 19 .1518235E+11   3400012E-01 -.2382E+02  .3303E+01   .9999999 -.0002812  .0000375
T 5483 19 .1518427E+11   3400022E-01  .1065E+02 -.6324E+02   .9999999 -.0000012 -.0003582
T 5484 19 .1518306E+11   3400016E-01  .1560E+02  .2104E+02   .9999999  .0000302  .0001506
T 5485 19 .1518027E+11   3400022E-01  .2679E+02  .9491E+02   .9999999  .0001072  .0003469
T 5486 19 .1518343E+11   3400001E-01  .2901E+00 -.7121E+01   .9999999 -.0000923  .0000573
T 5487 19 .1518218E+11   3400022E-01 -.6153E+02 -.2911E+02   .9999999 -.0004201 -.0000900
T 5488 19 .1518273E+11   3400004E-01 -.5997E+02  .3223E+02   .9999998 -.0005871  .0003428
T 5489 19 .1518304E+11   3400011E-01  .3772E+02  .3366E+01   .9999999  .0003375  .0000295
