============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Podk³adka+Tarcza(  34 um) ================
T  256 19 .1518237E+11   3400005E-01 -.3178E+02  .5396E+02   .9999998 -.0005940  .0003800
T  257 19 .1518253E+11   3400001E-01 -.3876E+02  .1682E+02   .9999999 -.0003314  .0001728
T  258 19 .1518324E+11   3400009E-01  .3158E+03 -.5618E+02   .9999972  .0023358 -.0003748
T  259 19 .1518143E+11   3400022E-01 -.6844E+02 -.6730E+02   .9999998 -.0005268 -.0004347
T  260 19 .1518376E+11   3400018E-01  .3328E+02  .3203E+01   .9999996  .0008596  .0004005
T  261 19 .1518135E+11   3400012E-01  .2169E+02  .7765E+00   .9999999  .0001469 -.0000400
T  262 19 .1518299E+11   3400006E-01 -.1080E+02  .3095E+02   .9999999 -.0000290  .0001331
T  263 19 .1518256E+11   3400016E-01 -.3237E+01 -.3125E+02   .9999999  .0002327  .0001770
T  264 19 .1518207E+11   3400009E-01 -.2193E+01  .7762E+00   .9999999 -.0002269 -.0002593
T  265 19 .1518243E+11   3400014E-01  .1535E+02  .2603E+02   .9999999 -.0003057  .0000228
T  266 19 .1518308E+11   3400020E-01 -.5892E+02  .9502E+00   .9999999 -.0004242  .0000048
T  267 19 .1518116E+11   3400016E-01  .1702E+02 -.2001E+02   .9999999  .0000898 -.0001439
T  268 19 .1518207E+11   3400018E-01  .7525E+01  .6421E+01   .9999999  .0000913  .0001328
T  269 19 .1518190E+11   3400003E-01  .1184E+02  .2192E+01   .9999999  .0001441  .0000014
T  270 19 .1518147E+11   3400000E-01  .2362E+01 -.5301E+01   .9999999  .0000005  .0000872
T  271 19 .1518295E+11   3400021E-01 -.4944E+01  .1111E+02   .9999999 -.0001059  .0000596
T  272 19 .1518153E+11   3400009E-01  .2599E+02 -.7112E+02   .9999999  .0000876 -.0002629
T  273 19 .1518196E+11   3400018E-01 -.2966E+02 -.1419E+02   .9999999 -.0000678 -.0000378
T  274 19 .1518183E+11   3400004E-01 -.1701E+02 -.1051E+02   .9999999  .0000351  .0001049
T  275 19 .1518340E+11   3400003E-01 -.8296E+01 -.5075E+02   .9999999  .0001544 -.0002037
T  276 19 .1518447E+11   3400018E-01  .5507E+01  .5568E+02   .9999998  .0001198  .0006468
T  277 19 .1518292E+11   3400012E-01 -.3419E+02  .5664E+02   .9999999 -.0001249  .0003347
T  278 19 .1518209E+11   3400021E-01  .3999E+02  .3317E+02   .9999999  .0002612  .0000767
T  279 19 .1518266E+11   3400012E-01 -.1845E+02 -.1627E+02   .9999999 -.0002582 -.0002634
T  280 19 .1518293E+11   3400008E-01 -.3472E+02  .1030E+02   .9999999 -.0002814  .0001598
T  281 19 .1518182E+11   3400016E-01 -.2220E+02 -.1622E+02   .9999999 -.0002338  .0000372
T  282 19 .1518327E+11   3400008E-01  .8180E+00  .1818E+02   .9999999  .0001561  .0000546
T  283 19 .1518159E+11   3400021E-01 -.3480E+01 -.1051E+02   .9999999 -.0000090 -.0000584
T  284 19 .1518272E+11   3400022E-01  .1704E+02 -.7625E+00   .9999999  .0002786  .0000943
T  285 19 .1518530E+11   3400003E-01  .1646E+02 -.1397E+01   .9999999  .0001625  .0000094
T  286 19 .1518172E+11   3400014E-01 -.1713E+02 -.8002E+00   .9999999 -.0001676 -.0001065
T  287 19 .1518225E+11   3400018E-01 -.1815E+02  .2313E+02   .9999999 -.0000602  .0001936
T  288 19 .1518239E+11   3400018E-01 -.2821E+01 -.6964E+00   .9999999  .0001312 -.0002927
T  289 19 .1518234E+11   3400020E-01 -.1623E+02 -.4113E+02   .9999999  .0001043 -.0001689
T  290 19 .1518407E+11   3400013E-01 -.1173E+02  .3075E+02   .9999999 -.0001498  .0002948
T  291 19 .1518363E+11   3400022E-01 -.2869E+02 -.5135E+01   .9999999 -.0002469  .0001455
T  292 19 .1518250E+11   3400023E-01 -.2992E+02 -.2222E+02   .9999999 -.0001976  .0001501
T  293 19 .1518458E+11   3400021E-01 -.7282E+01 -.3195E+02   .9999999 -.0000149 -.0001568
T  294 19 .1518307E+11   3400022E-01 -.3956E+02  .3291E+01   .9999999 -.0003129  .0000388
T  295 19 .1518292E+11   3400009E-01 -.2743E+02 -.4073E+01   .9999999 -.0001616 -.0000537
T  296 19 .1518212E+11   3400020E-01 -.2398E+02  .1486E+02   .9999999 -.0000796  .0000903
T  297 19 .1518229E+11   3400020E-01 -.1279E+02 -.2309E+02   .9999999 -.0001384 -.0000584
T  298 19 .1518110E+11   3400020E-01 -.1152E+02  .1274E+00   .9999999  .0000885 -.0000760
T  299 19 .1518448E+11   3400013E-01  .3544E+02 -.1081E+02   .9999999  .0003057 -.0001307
T  300 19 .1518183E+11   3400020E-01 -.5162E+01 -.2494E+02   .9999999 -.0000128 -.0001632
T  301 19 .1518098E+11   3400015E-01 -.3257E+02  .3575E+02   .9999999 -.0003285  .0001556
T  302 19 .1518289E+11   3400011E-01 -.7677E+01 -.1666E+02   .9999999 -.0001449 -.0001918
T  303 19 .1518302E+11   3400018E-01 -.3911E+02  .1734E+02   .9999999 -.0003840  .0000652
T  304 19 .1518306E+11   3400020E-01 -.2858E+02  .4403E+01   .9999999  .0001613  .0000921
T  305 19 .1518370E+11   3400004E-01  .2400E+02 -.3210E+02   .9999999  .0001895 -.0002329
T  306 19 .1518211E+11   3400007E-01 -.2593E+02 -.7058E+01   .9999999 -.0001906 -.0000873
T  307 19 .1518223E+11   3400012E-01  .6596E+02 -.3853E+01   .9999998  .0006064  .0000632
T  308 19 .1518240E+11   3400009E-01 -.3348E+02  .7187E+01   .9999999 -.0001597  .0000029
T  309 19 .1518212E+11   3400007E-01  .2527E+02 -.3192E+02   .9999998  .0001687 -.0006201
T  310 19 .1518334E+11   3400009E-01  .2153E+02  .4577E+02   .9999999  .0003308  .0002388
T  311 19 .1518223E+11   3400018E-01  .2425E+02 -.1682E+01   .9999999  .0001683  .0000082
T  312 19 .1518310E+11   3400020E-01  .1315E+02  .8777E+00   .9999999  .0001829  .0000510
T  313 19 .1518147E+11   3400020E-01 -.4996E+02  .2568E+01   .9999999 -.0002600  .0001027
T  314 19 .1518109E+11   3400018E-01  .1366E+02 -.2323E+02   .9999999  .0003030 -.0001246
T  315 19 .1518157E+11   3400012E-01  .1521E+02 -.8105E+00   .9999999  .0002360  .0000759
T  316 19 .1518264E+11   3400005E-01  .4218E+02  .4974E+02   .9999999  .0004145  .0002789
T  317 19 .1518220E+11   3400022E-01  .1881E+02  .4497E+02   .9999999  .0000243  .0002086
T  318 19 .1518212E+11   3400001E-01 -.4044E+02  .3361E+02   .9999999 -.0002337  .0002310
T  319 19 .1518399E+11   3400021E-01 -.6593E+02  .2173E+02   .9999999 -.0002731  .0002782
T  320 19 .1518323E+11   3400005E-01 -.4729E+01 -.2924E+02   .9999999 -.0000095  .0000045
T  321 19 .1518235E+11   3400022E-01  .1048E+02 -.5461E+02   .9999999  .0001260 -.0003851
T  322 19 .1518362E+11   3400004E-01  .2580E+00  .2295E+02   .9999999 -.0000492  .0002022
T  323 19 .1518260E+11   3400017E-01  .5335E+01  .8757E+01   .9999999 -.0000104  .0000665
T  324 19 .1518209E+11   3400008E-01  .8613E+01 -.1059E+02   .9999999 -.0001733 -.0000089
T  325 19 .1518219E+11   3400014E-01 -.1651E+02 -.5672E+02   .9999999  .0000085 -.0003559
T  326 19 .1518219E+11   3400010E-01  .4204E+02  .1367E+02   .9999999  .0002275  .0001236
T  327 19 .1517984E+11   3400016E-01  .1825E+02 -.3263E+02   .9999999  .0001912 -.0003126
T  328 19 .1518289E+11   3400017E-01  .2822E+02 -.4351E+02   .9999998  .0003475 -.0005375
T  329 19 .1518273E+11   3400002E-01  .1387E+02  .1619E+02   .9999999 -.0000604  .0000412
T  330 19 .1518346E+11   3400000E-01 -.2053E+02  .3190E+01   .9999999 -.0000735  .0000345
T  331 19 .1518297E+11   3400022E-01 -.1355E+02 -.3234E+02   .9999999 -.0002036 -.0002374
T  332 19 .1518287E+11   3400020E-01  .2907E+02  .2417E+02   .9999999  .0003282 -.0000728
T  333 19 .1518399E+11   3400021E-01 -.2492E+02 -.1770E+02   .9999999 -.0000597 -.0000528
T  334 19 .1518418E+11   3400010E-01 -.3585E+02  .1169E+02   .9999999 -.0004356 -.0000601
T  335 19 .1518375E+11   3400022E-01 -.1269E+00  .3315E+02   .9999999 -.0000667  .0002259
T  336 19 .1518314E+11   3400009E-01  .4842E+02  .1742E+02   .9999998  .0004749  .0002989
T  337 19 .1518155E+11   3400002E-01 -.1049E+02 -.5278E+01   .9999999 -.0001566 -.0000385
T  338 19 .1518331E+11   3400003E-01  .1916E+02  .1016E+02   .9999999  .0001048 -.0000063
T  339 19 .1518191E+11   3400005E-01 -.1578E+02 -.7494E+01   .9999999 -.0001870 -.0001590
T  340 19 .1518246E+11   3400005E-01  .2355E+02  .1666E+02   .9999999  .0000897  .0001746
T  341 19 .1518234E+11   3400011E-01  .1390E+01  .1682E+01   .9999999  .0003909  .0002454
T  342 19 .1518234E+11   3400021E-01 -.4605E+02 -.3130E+01   .9999999 -.0001265 -.0000225
T  343 19 .1518207E+11   3400022E-01 -.6339E+02  .6061E+02   .9999999 -.0003605  .0003794
T  344 19 .1518299E+11   3400022E-01  .4106E+02  .1444E+02   .9999999  .0001416  .0001825
T  345 19 .1518215E+11   3400010E-01 -.4292E+01  .1782E+02   .9999999 -.0000953  .0000668
T  346 19 .1518316E+11   3400001E-01 -.2499E+01 -.2504E+01   .9999999  .0000310 -.0001996
T  347 19 .1518277E+11   3400005E-01  .1368E+02  .1330E+02   .9999999  .0000812 -.0000579
T  348 19 .1518063E+11   3400017E-01  .4269E+01  .3686E+02   .9999999  .0000560  .0001050
T  349 19 .1518134E+11   3400012E-01  .1091E+02 -.2327E+02   .9999998  .0005543 -.0000736
T  350 19 .1518159E+11   3400021E-01 -.4166E+02 -.2242E+01   .9999999 -.0003840  .0002635
T  351 19 .1518502E+11   3400008E-01  .3851E+02  .2344E+02   .9999998  .0004394  .0004946
T  352 19 .1518200E+11   3400014E-01 -.1747E+02  .3383E+02   .9999999 -.0002804  .0001569
T  353 19 .1518214E+11   3400004E-01  .1646E+02 -.5543E+01   .9999999  .0000793 -.0000367
T  354 19 .1518369E+11   3400012E-01 -.1856E+02  .4426E+01   .9999999 -.0002127  .0001249
T  355 19 .1518191E+11   3400001E-01  .2562E+02  .5402E+02   .9999999  .0003720  .0002468
T  356 19 .1518165E+11   3400002E-01 -.5707E+01 -.1399E+02   .9999999 -.0000828  .0001867
T  357 19 .1518188E+11   3400018E-01 -.2127E+02 -.2776E+02   .9999999 -.0000755 -.0002080
T  358 19 .1518341E+11   3400015E-01 -.2805E+02 -.1058E+02   .9999999 -.0003116 -.0000552
T  359 19 .1518084E+11   3400011E-01  .4455E+02 -.6444E+02   .9999998  .0003709 -.0004950
T  360 19 .1518198E+11   3400005E-01 -.3178E+02 -.7812E+01   .9999999 -.0002337 -.0000542
T  361 19 .1518474E+11   3400007E-01  .1377E+01  .5667E+00   .9999999 -.0001406  .0000021
T  362 19 .1518172E+11   3400012E-01  .4075E+02 -.8737E+01   .9999999  .0001931 -.0000286
T  363 19 .1518313E+11   3400020E-01 -.8472E+01 -.1601E+02   .9999999 -.0000008 -.0000605
T  364 19 .1518377E+11   3400020E-01 -.3137E+02 -.3352E+02   .9999999 -.0003158 -.0002159
T  365 19 .1518020E+11   3400005E-01 -.1596E+02  .1352E+02   .9999999 -.0001506  .0000945
T  366 19 .1518396E+11   3400002E-01 -.2480E+02 -.8551E+01   .9999999 -.0001306 -.0000920
T  367 19 .1518179E+11   3400012E-01 -.1417E+02  .2051E+02   .9999999 -.0000599  .0000436
T  368 19 .1518356E+11   3400021E-01  .1008E+02 -.2220E+02   .9999999  .0000595 -.0002017
T  369 19 .1518278E+11   3400020E-01  .8002E+01 -.1405E+02   .9999999  .0000659 -.0002799
T  370 19 .1518278E+11   3400008E-01 -.3666E+01 -.1640E+02   .9999999  .0000494 -.0001673
T  371 19 .1518269E+11   3400004E-01  .2534E+02  .3511E+02   .9999999  .0002203  .0002312
T  372 19 .1518211E+11   3400002E-01 -.1376E+02  .2510E+02   .9999999 -.0001103  .0002475
T  373 19 .1518224E+11   3400010E-01 -.8908E+02  .5145E+02   .9999998 -.0005055  .0003388
T  374 19 .1518178E+11   3400020E-01 -.2757E+02  .4555E+02   .9999999  .0001384  .0003820
T  375 19 .1518344E+11   3400018E-01 -.1160E+02 -.8179E+01   .9999999 -.0001178  .0000052
T  376 19 .1518181E+11   3400022E-01 -.3565E+02  .2429E+02   .9999999 -.0003271  .0000935
T  377 19 .1518210E+11   3400003E-01  .4561E+02  .1758E+02   .9999999  .0003497  .0001555
T  378 19 .1518378E+11   3400019E-01 -.8187E+01  .1157E+02   .9999999 -.0000600  .0001447
T  379 19 .1518326E+11   3400016E-01  .2155E+02 -.6134E+01   .9999999 -.0000371  .0003209
T  380 19 .1518426E+11   3400004E-01 -.3530E+02  .5304E+02   .9999998 -.0004037  .0003712
T  381 19 .1518143E+11   3400019E-01  .1302E+02 -.1630E+02   .9999999  .0000592 -.0001971
T  382 19 .1518072E+11   3400009E-01  .1621E+02  .2513E+02   .9999999 -.0000561  .0002667
T  383 19 .1518290E+11   3400006E-01 -.1162E+02 -.4845E+02   .9999999 -.0000810 -.0003812
T  384 19 .1518391E+11   3400011E-01 -.1704E+02 -.1209E+02   .9999999 -.0001197 -.0000471
T  385 19 .1518379E+11   3400008E-01  .3968E+02  .2991E+02   .9999999 -.0001054 -.0000463
T  386 19 .1518208E+11   3400001E-01 -.1777E+02 -.1032E+02   .9999999  .0000927  .0001755
T  387 19 .1518241E+11   3400006E-01 -.3640E+02 -.1175E+02   .9999999 -.0003026  .0000611
T  388 19 .1518503E+11   3400002E-01  .6668E+01  .6216E+02   .9999998  .0001691  .0005670
T  389 19 .1518150E+11   3400015E-01  .4281E+02  .1048E+02   .9999999  .0003264  .0000976
T  390 19 .1518267E+11   3400021E-01  .8547E+02 -.2296E+02   .9999998  .0006274 -.0002795
T  391 19 .1518501E+11   3400012E-01 -.1891E+01 -.4696E+01   .9999999  .0000172  .0000029
T  392 19 .1518361E+11   3400019E-01  .1014E+02  .4868E+01   .9999999  .0000519 -.0000068
T  393 19 .1518062E+11   3400004E-01  .1793E+02  .1053E+03   .9999999 -.0001346  .0004164
T  394 19 .1518349E+11   3400018E-01 -.7902E+01 -.2550E+02   .9999999 -.0001899 -.0003101
T  395 19 .1518373E+11   3400014E-01 -.1806E+02  .2094E+02   .9999999 -.0001269  .0001467
T  396 19 .1518166E+11   3400021E-01  .3369E+01 -.3498E+01   .9999999 -.0000102  .0000944
T  397 19 .1518353E+11   3400016E-01  .1462E+02  .2365E+02   .9999999  .0000250  .0000031
T  398 19 .1518093E+11   3400021E-01 -.4451E+02  .3276E+01   .9999999 -.0004624  .0000625
T  399 19 .1518229E+11   3400000E-01  .5627E+01 -.2712E+02   .9999999  .0000348 -.0002740
T  400 19 .1518274E+11   3400009E-01  .2248E+02  .6455E+02   .9999999  .0000569  .0004613
T  401 19 .1518151E+11   3400009E-01 -.9363E+01  .6022E+02   .9999999 -.0000229  .0003680
T  402 19 .1518508E+11   3400000E-01  .2680E+01 -.1364E+02   .9999999 -.0000417 -.0001383
T  403 19 .1518282E+11   3400021E-01  .1268E+02 -.1859E+02   .9999999  .0000129  .0000142
T  404 19 .1518184E+11   3400008E-01  .3951E+02  .2684E+02   .9999999  .0002281  .0001976
T  405 19 .1518254E+11   3400006E-01  .1759E+02  .1557E+02   .9999999  .0002600  .0000167
T  406 19 .1518276E+11   3400006E-01 -.3583E+01  .1036E+02   .9999999 -.0001218  .0001402
T  407 19 .1518268E+11   3400022E-01  .4534E+02 -.1100E+02   .9999998  .0005777 -.0000984
T  408 19 .1518310E+11   3400002E-01 -.2444E+02  .1253E+02   .9999999 -.0003779  .0000538
T  409 19 .1518283E+11   3400017E-01  .2406E+02  .2553E+02   .9999999  .0002378 -.0000473
T  410 19 .1518131E+11   3400007E-01  .2762E+02  .2964E+02   .9999999  .0001206  .0001806
T  411 19 .1518223E+11   3400008E-01 -.2617E+01 -.5617E+02   .9999999 -.0001276 -.0004800
T  412 19 .1518466E+11   3400019E-01  .7893E+02  .1644E+02   .9999998  .0005400  .0002453
T  413 19 .1518305E+11   3400002E-01  .3702E+02 -.2761E+02   .9999999  .0001369 -.0001208
T  414 19 .1518346E+11   3400015E-01  .7820E+01 -.4347E+02   .9999999  .0000286 -.0001336
T  415 19 .1518441E+11   3400000E-01  .3090E+02  .1260E+03   .9999998  .0002495  .0006139
T  416 19 .1518436E+11   3400011E-01  .8388E+00 -.1780E+01   .9999999 -.0000737  .0001085
T  417 19 .1518278E+11   3400002E-01 -.3043E+02  .6026E+02   .9999999 -.0001297  .0003675
T  418 19 .1518344E+11   3400009E-01 -.7262E+02  .3171E+02   .9999998 -.0005052  .0003219
T  419 19 .1518268E+11   3400019E-01  .3029E+02 -.3277E+02   .9999999 -.0000482 -.0002886
T  420 19 .1518099E+11   3400014E-01 -.8958E+01  .1717E+02   .9999999 -.0000411  .0001482
T  421 19 .1518399E+11   3400019E-01  .9411E+01 -.3199E+02   .9999999 -.0001607 -.0001946
T  422 19 .1518138E+11   3400017E-01 -.4033E+01 -.1091E+02   .9999999 -.0001296 -.0000980
T  423 19 .1518294E+11   3400014E-01 -.9104E+01 -.7205E+02   .9999999 -.0000795 -.0002842
T  424 19 .1518120E+11   3400002E-01  .1350E+02 -.1940E+00   .9999999 -.0001734 -.0003362
T  425 19 .1518287E+11   3400022E-01  .5110E+02  .7105E+02   .9999998  .0002677  .0005568
T  426 19 .1518193E+11   3400020E-01  .5219E+02 -.1751E+02   .9999999  .0002026 -.0001279
T  427 19 .1518224E+11   3400012E-01  .6399E+01 -.3814E+02   .9999999 -.0001509 -.0002119
T  428 19 .1518344E+11   3400017E-01  .2576E+02  .4011E+02   .9999999  .0002440  .0003124
T  429 19 .1518431E+11   3400004E-01  .3147E+01 -.1459E+02   .9999999  .0000750  .0000700
T  430 19 .1518247E+11   3400022E-01 -.1185E+03  .1356E+02   .9999998 -.0005552 -.0001564
T  431 19 .1518258E+11   3400019E-01 -.2000E+02 -.5280E+02   .9999999 -.0003327 -.0003576
T  432 19 .1518242E+11   3400008E-01  .5016E+02  .3243E+02   .9999999  .0003189  .0001292
T  433 19 .1518261E+11   3400021E-01  .1533E+01  .2099E+02   .9999999  .0000994  .0002302
T  434 19 .1518126E+11   3400014E-01  .1554E+02 -.2909E+02   .9999999 -.0000250 -.0002244
T  435 19 .1518132E+11   3400015E-01 -.1531E+02  .4452E+02   .9999999 -.0000828  .0002215
T  436 19 .1518371E+11   3400006E-01  .1386E+02 -.9486E+01   .9999999  .0002585  .0000372
T  437 19 .1518221E+11   3400008E-01 -.8681E+02 -.8751E+01   .9999998 -.0005601  .0000119
T  438 19 .1518234E+11   3400020E-01  .1097E+02 -.6127E+01   .9999999  .0001872 -.0000887
T  439 19 .1518356E+11   3400023E-01  .3548E+02 -.1782E+02   .9999999 -.0001179 -.0002846
T  440 19 .1518227E+11   3400001E-01 -.1943E+02  .4943E+02   .9999998 -.0002963  .0005252
T  441 19 .1518357E+11   3400002E-01  .1923E+02  .7324E+01   .9999999  .0002181  .0001922
T  442 19 .1518429E+11   3400007E-01  .1474E+02  .8322E+01   .9999999  .0002020  .0000881
T  443 19 .1518119E+11   3400004E-01 -.1184E+02  .2313E+02   .9999999 -.0000803  .0001873
T  444 19 .1518385E+11   3400018E-01  .5940E+02  .2977E+02   .9999999  .0003563  .0002596
T  445 19 .1518186E+11   3400016E-01  .5641E+02  .3604E+01   .9999999  .0003432 -.0000793
T  446 19 .1518357E+11   3400002E-01 -.5111E+02  .2970E+02   .9999999 -.0002385  .0001148
T  447 19 .1518217E+11   3400010E-01 -.5916E+01  .1224E+02   .9999999  .0000089  .0001645
T  448 19 .1518289E+11   3400018E-01  .1875E+02 -.1423E+02   .9999999  .0002321 -.0001815
T  449 19 .1518241E+11   3400011E-01  .8873E+02 -.6127E+02   .9999997  .0006934 -.0004584
T  450 19 .1518206E+11   3400015E-01 -.5484E+01  .3384E+02   .9999999  .0002059  .0003483
T  451 19 .1518300E+11   3400022E-01 -.2860E+02 -.2115E+02   .9999999 -.0001844 -.0000962
T  452 19 .1518373E+11   3400020E-01  .6208E+02 -.4370E+02   .9999998  .0002841 -.0004696
T  453 19 .1518203E+11   3400001E-01  .9068E+01  .1762E+02   .9999999  .0000896  .0000772
T  454 19 .1518333E+11   3400000E-01  .2950E+02  .1957E+02   .9999999  .0001415  .0001180
T  455 19 .1518242E+11   3400014E-01 -.4138E+02 -.2671E+02   .9999999 -.0002386 -.0000903
T  456 19 .1518221E+11   3400016E-01 -.4459E+01  .1335E+02   .9999999  .0000314  .0002372
T  457 19 .1518143E+11   3400014E-01 -.6190E+01 -.5649E+02   .9999999 -.0000783 -.0003452
T  458 19 .1518384E+11   3400012E-01 -.4862E+01 -.1488E+02   .9999999 -.0000341 -.0001017
T  459 19 .1518348E+11   3400007E-01 -.1340E+03 -.9751E+02   .9999995 -.0008469 -.0004604
T  460 19 .1518238E+11   3400008E-01  .1586E+01  .2682E+02   .9999999  .0000845  .0001145
T  461 19 .1518115E+11   3400008E-01 -.3981E+02  .1577E+02   .9999999 -.0003202  .0000951
T  462 19 .1518186E+11   3400010E-01 -.1205E+02  .3281E+02   .9999999  .0000063  .0001612
T  463 19 .1518202E+11   3400009E-01 -.2163E+01 -.4641E+01   .9999999 -.0000012 -.0000945
T  464 19 .1518178E+11   3400010E-01  .4786E+01  .1534E+00   .9999999 -.0000230 -.0000364
T  465 19 .1518187E+11   3400019E-01  .3575E+02 -.4460E+01   .9999999  .0001770  .0000507
T  466 19 .1518202E+11   3400005E-01  .1821E+02  .2447E+02   .9999999  .0002052 -.0000494
T  467 19 .1518145E+11   3400007E-01  .2552E+02  .5513E+02   .9999999  .0000251  .0003012
T  468 19 .1518361E+11   3400021E-01  .4072E+02 -.1810E+02   .9999999  .0002979 -.0002177
T  469 19 .1518495E+11   3400007E-01 -.8440E+01  .2488E+02   .9999999 -.0001857  .0001933
T  470 19 .1518340E+11   3400020E-01 -.1302E+02 -.1154E+02   .9999999 -.0002753 -.0000550
T  471 19 .1518369E+11   3400004E-01  .5205E+02  .3880E+01   .9999999  .0003580 -.0000212
T  472 19 .1518342E+11   3400005E-01 -.2173E+02  .3367E+02   .9999999 -.0000771  .0002812
T  473 19 .1518118E+11   3400022E-01  .2278E+02  .3163E+02   .9999999  .0002114  .0002661
T  474 19 .1518381E+11   3400014E-01 -.1241E+02 -.4202E+02   .9999999 -.0001171 -.0003034
T  475 19 .1518240E+11   3400018E-01  .3322E+02 -.1696E+00   .9999999  .0001959 -.0001036
T  476 19 .1518261E+11   3400020E-01 -.3735E+01  .3539E+02   .9999999 -.0001218  .0001464
T  477 19 .1518363E+11   3400013E-01 -.7453E+02 -.7498E+02   .9999998 -.0005323 -.0004083
T  478 19 .1518116E+11   3400020E-01  .6519E+02  .6562E+02   .9999999  .0004326  .0002783
T  479 19 .1518188E+11   3400021E-01 -.1511E+02 -.1021E+02   .9999999 -.0001035 -.0001377
T  480 19 .1518302E+11   3400021E-01 -.3817E+01 -.2334E+02   .9999999 -.0001718  .0000259
T  481 19 .1518469E+11   3400000E-01  .2141E+02  .3895E+02   .9999999  .0001804  .0000921
T  482 19 .1518096E+11   3400013E-01 -.9518E+01 -.1968E+02   .9999999  .0000857 -.0000146
T  483 19 .1518250E+11   3400006E-01 -.3293E+02  .1320E+02   .9999999 -.0002378 -.0000778
T  484 19 .1518386E+11   3400000E-01  .1200E+03 -.8958E+02   .9999993  .0007658 -.0008695
T  485 19 .1518267E+11   3400003E-01  .4556E+00  .2857E+01   .9999999  .0000107  .0002440
T  486 19 .1518040E+11   3400017E-01 -.1271E+02 -.4967E+02   .9999998  .0000291 -.0006379
T  487 19 .1518398E+11   3400009E-01  .5350E+01  .2772E+02   .9999999  .0000757  .0001713
T  488 19 .1518285E+11   3400009E-01 -.3466E+02  .2909E+02   .9999999 -.0001517  .0001637
T  489 19 .1518226E+11   3400011E-01 -.7040E+01 -.1244E+02   .9999999  .0000325 -.0001125
T  490 19 .1518298E+11   3400021E-01  .2516E+02 -.4368E+02   .9999999  .0001580 -.0003941
T  491 19 .1518187E+11   3400014E-01 -.2410E+02 -.2845E+02   .9999999 -.0002325 -.0002111
T  492 19 .1518261E+11   3400023E-01  .2596E+00 -.2465E+02   .9999999  .0000491 -.0003861
T  493 19 .1518467E+11   3400016E-01 -.1397E+02 -.2309E+02   .9999999 -.0001386 -.0002383
T  494 19 .1518194E+11   3400000E-01 -.5253E+02 -.2864E+02   .9999997 -.0007305  .0001155
T  495 19 .1518228E+11   3400014E-01 -.3249E+00 -.3069E+02   .9999999 -.0000486 -.0001284
T  496 19 .1518382E+11   3400007E-01  .1977E+01  .1143E+02   .9999999 -.0000148 -.0001753
T  497 19 .1518255E+11   3400009E-01  .7133E+01  .1453E+02   .9999999  .0000187  .0000891
T  498 19 .1518168E+11   3400000E-01  .2489E+02  .2071E+01   .9999999  .0002547 -.0001870
